name,address,cuisine,latitude,longitude
Lazy Betty,"999 Peachtree St. NE, Atlanta, 30309, USA",$$$$ · Contemporary,33.781144,-84.383726
Ticonderoga Club,"99 Krog St. NE, Ste. W, Atlanta, 30307, USA",$$$ · Contemporary,33.756935,-84.364056
Whoopsie's,"1 Moreland Ave. SE, Ste. C, Atlanta, 30316, USA",$$ · American,33.753426,-84.349408
Arepa Mia,"10 N. Clarendon Ave. Ste. A, Avondale Estates, 30002, USA","$$ · Venezuelan, Small eats",33.777078,-84.267521
The Alden,"5070 Peachtree Blvd., Ste. B-140, Chamblee, 30341, USA","$$$$ · American, Contemporary",33.888287,-84.314243
Little Bear,"71-A Georgia Ave. SE, Ste. A, Atlanta, 30312, USA",$$ · Contemporary,33.736747,-84.380629
Nam Phuong,"4051 Buford Hwy. NE, Atlanta, 30345, USA",$$ · Vietnamese,33.86126,-84.307246
Fishmonger,"674 N. Highland Ave. NE, Atlanta, 30306, USA",$$ · Seafood,33.773157,-84.35304
The White Bull,"123 E. Court Sq., Decatur, 30030, USA",$$$ · American,33.775051,-84.295504
Mirra,"1954 W. Armitage Ave., Chicago, 60622, USA","$$ · Fusion, Mexican",41.917936,-87.677358
Laliko,"80 Carmine St., New York, 10014, USA",$$ · Central Asian,40.729436,-74.004928
Mango Bay,"271 Adelphi St., Brooklyn, 11205, USA",$$$ · Caribbean,40.689405,-73.970916
Taqueria Chingón,"817 W. Fulton Market, Chicago, 60607, USA",$ · Mexican,41.88656,-87.648225
Snackboxe Bistro,"1960 Day Dr. NW, Ste. 1000, Duluth, 30096, USA","$$ · Lao, Street Food",33.953076,-84.132237
Home Grown,"968 Memorial Dr. SE, Atlanta, 30316, USA","$$ · American, Southern",33.746407,-84.355509
Kamayan ATL,"5150 Buford Hwy. NE, Ste. A230, Atlanta, 30340, USA",$$ · Filipino,33.893589,-84.285435
Tomo,"3630 Peachtree Rd. NE, Ste. 140, Atlanta, 30326, USA","$$$$ · Japanese, Sushi",33.854601,-84.358445
Atlas,"88 W. Paces Ferry Rd. NW, Atlanta, 30305, USA",$$$$ · American,33.839899,-84.382581
BoccaLupo,"753 Edgewood Ave. NE, Atlanta, 30307, USA",$$$ · Italian-American,33.754777,-84.362772
Bomb Biscuit Co.,"519 Memorial Dr. SE, Ste. B-02, Atlanta, 30312, USA",$ · Southern,33.746236,-84.370368
Storico Fresco Alimentari,"3167 Peachtree Rd., Atlanta, 30305, USA",$$ · Italian,33.840342,-84.375818
Banshee,"1271 Glenwood Ave. SE, Atlanta, 30316, USA",$$$ · American,33.74,-84.345929
Kimball House,"303 E. Howard Ave., Decatur, 30030, USA","$$$$ · Contemporary, Shellfish Specialities",33.77162,-84.292275
Spring,"36 Mill St., Marietta, 30060, USA",$$$$ · Contemporary,33.953798,-84.550796
Staplehouse,"541 Edgewood Ave., Atlanta, 30312, USA",$$ · American Contemporary,33.75406,-84.369896
Twisted Soul Cookhouse & Pours,"1133 Huff Rd. NW, Ste. D, Atlanta, 30318, USA",$$$ · Southern,33.789497,-84.425578
Georgia Boy,"1043 Ponce de Leon Ave. NE, Atlanta, 30306, USA","$$$$ · Contemporary, American",33.773832,-84.352805
Southern Belle,"1043 Ponce de Leon Ave. NE, Atlanta, 30306, USA","$$$ · Contemporary, Regional Cuisine",33.773832,-84.352805
Poor Hendrix,"2371 Hosea L. Williams Dr. NE, Atlanta, 30317, USA",$$ · Contemporary,33.75086,-84.309407
Talat Market,"112 Ormond St. SE, Atlanta, 30315, USA",$$$ · Thai,33.73185,-84.383982
Fred's Meat & Bread,"99 Krog St. NE, Atlanta, 30307, USA",$ · American,33.756935,-84.364056
MAKfam,"39 W. 1st Ave., Denver, 80223, USA",$ · Chinese,39.718513,-104.988047
Bramble & Hare,"1964 13th St., Boulder, 80302, USA",$$$ · American,40.01783,-105.278349
Alma Fonda Fina,"2556 15th St., Denver, 80211, USA","$$ · Mexican, Contemporary",39.758082,-105.011673
Basta,"3601 Arapahoe Ave., Boulder, 80303, USA",$$ · Contemporary,40.015175,-105.247917
Glo Noodle House,"4450 W. 38th Ave., Ste. 130, Denver, 80212, USA",$$ · Ramen,39.769139,-105.044993
La Diabla Pozole y Mezcal,"2233 Larimer St., Denver, 80205, USA",$$ · Mexican,39.755458,-104.98973
Element 47,"675 E. Durant Ave, Aspen, 81611, USA",$$$$ · Contemporary,39.186531,-106.81745
Smok,"3330 Brighton Blvd., #202, Denver, 80216, USA","$$ · Barbecue, American",,
Mercantile Dining and Provision,"1701 Wynkoop St., Ste. 115, Denver, 80202, USA",$$$ · American,39.753115,-105.00019
Brutø,"1801 Blake St., Denver, 80202, USA",$$$$ · Contemporary,39.752714,-104.996804
Mawa's Kitchen,"305 Aspen Airport Business Center, Ste. F, Aspen, 81611, USA","$$$ · Contemporary, American",39.219737,-106.860078
Blackbelly Market,"1606 Conestoga St., Ste. 1, Boulder, 80301, USA","$$$ · American, Steakhouse",40.015125,-105.227522
The Ginger Pig,"4262 Lowell Blvd., Denver, 80211, USA","$$ · Chinese, Asian",39.77609,-105.0342
Zoe Ma Ma,"919 Pearl St., Boulder, 80302, USA",$ · Chinese,40.017348,-105.28336
Olivia,"290 S. Downing St., Denver, 80209, USA","$$$ · Italian, Contemporary",39.711226,-104.973273
Splendido at the Chateau,"17 Chateau Ln., Beaver Creek, 81620, USA",$$$$ · Contemporary,39.60543,-106.521366
Safta,"3330 Brighton Blvd., Ste. 201, Denver, 80216, USA",$$$ · Israeli,39.768677,-104.980445
Tavernetta,"1889 16th St., Denver, 80202, USA","$$ · Italian, Contemporary",39.75307,-105.00163
Prospect,"330 E. Main St., Aspen, 81611, USA",$$$$ · Contemporary,39.191039,-106.819442
Bosq,"312 S. Mill St., Aspen, 81611, USA",$$$$ · Contemporary,39.188571,-106.819782
Beckon,"2843 Larimer St., Denver, 80205, USA",$$$$ · Contemporary,39.761183,-104.98236
Osaki's,"100 E. Meadow Dr., Unit 14, Vail, 81657, USA","$$$ · Japanese, Sushi",39.642253,-106.377171
Barolo Grill,"3030 E. 6th Ave., Denver, 80206, USA","$$$$ · Italian, Regional Cuisine",39.725438,-104.951437
Mirabelle,"55 Village Rd., Avon, 81620, USA",$$$ · French,39.62973,-106.52373
Santo,"1265 Alpine Ave., Boulder, 80304, USA","$$ · American, Mexican",40.025662,-105.28103
Oak at Fourteenth,"1400 Pearl St., Boulder, 80302, USA",$$$ · Contemporary,40.018261,-105.277087
Q House,"3421 E. Colfax Ave., Denver, 80206, USA",$$$ · Chinese,39.740322,-104.947191
WYLD,"130 Daybreak Ridge Rd., Avon, 81620, USA","$$$ · American, Contemporary",39.62326,-106.541417
Boulder Dushanbe Tea House,"1770 13th St., Boulder, 80302, USA",$$$ · Eastern European,40.015425,-105.27729
Kawa Ni,"1900 W. 32nd Ave., Denver, 80211, USA","$$ · Japanese, Contemporary",39.761781,-105.009971
Mirra,"1954 W. Armitage Ave., Chicago, 60622, USA","$$ · Fusion, Mexican",41.917936,-87.677358
Laliko,"80 Carmine St., New York, 10014, USA",$$ · Central Asian,40.729436,-74.004928
Mango Bay,"271 Adelphi St., Brooklyn, 11205, USA",$$$ · Caribbean,40.689405,-73.970916
Taqueria Chingón,"817 W. Fulton Market, Chicago, 60607, USA",$ · Mexican,41.88656,-87.648225
Sweet Basil,"193 Gore Creek Dr., Vail, 81657, USA",$$$$ · Fusion,39.640915,-106.374761
A5 Steakhouse,"1600 15th St., Denver, 80202, USA","$$$$ · Steakhouse, American",39.750295,-105.001522
Marco's Coal-Fired,"2129 Larimer St., Denver, 80205, USA",$$ · Pizza,39.754499,-104.991028
Frasca Food and Wine,"1738 Pearl St., Boulder, 80302, USA","$$$$ · Italian, Regional Cuisine",40.01919,-105.272475
Dio Mio,"3264 Larimer St., Denver, 80205, USA","$$ · Italian, Contemporary",39.764791,-104.976804
Ash'Kara,"2005 W. 33rd Ave., Denver, 80211, USA","$$$ · Israeli, Mediterranean Cuisine",39.763375,-105.011554
Hop Alley,"3500 Larimer St., Denver, 80205, USA","$$ · Chinese, Contemporary",39.76695,-104.97413
Mister Oso,"3163 Larimer St., Denver, 80205, USA",$$ · Latin American,39.764235,-104.9785
Stella's Cucina,"1123 Walnut St., Boulder, 80302, USA","$$$ · Italian, Contemporary",40.016949,-105.28045
Guard and Grace,"1801 California St., Denver, 80202, USA","$$$$ · Steakhouse, American Contemporary",39.747628,-104.989799
Hey Kiddo,"4337 Tennyson St., Ste. 300, Denver, 80212, USA","$$$ · Contemporary, Fusion",39.77545,-105.044194
Brasserie Brixton,"3701 N. Williams St., Denver, 80205, USA",$$$ · French,39.768251,-104.966105
The Wolf's Tailor,"4058 Tejon St., Denver, 80211, USA","$$$$ · Contemporary, Creative",39.772797,-105.010984
Temaki Den,"3350 Brighton Blvd., Ste. 100, Denver, 80216, USA",$$$ · Japanese,39.76859,-104.979562
Mirra,"1954 W. Armitage Ave., Chicago, 60622, USA","$$ · Fusion, Mexican",41.917936,-87.677358
Laliko,"80 Carmine St., New York, 10014, USA",$$ · Central Asian,40.729436,-74.004928
Mango Bay,"271 Adelphi St., Brooklyn, 11205, USA",$$$ · Caribbean,40.689405,-73.970916
Taqueria Chingón,"817 W. Fulton Market, Chicago, 60607, USA",$ · Mexican,41.88656,-87.648225
